FAC_TYPE,VERS_DATE,SERIAL_NO,NAME,LATITUDE,LONGITUDE,SITE_CLASS,WILDERNESS,DIS_ACCESS,ACCESS_DSC,FEE,COMMENTS,MAINT_BY,LABEL,ACT_CODE,FAC_CODE,PUBLISHED,CLOS_STAT,CLOS_DESC,CLOS_START,CLOS_OPEN,CLOS_REAS,CAMPING,CAMPING_C,CAMPING_R,CAMPERVANG,CAMPERVANC,CAMPERVANT,CAMPVANR,TB_VISITOR,TBVA_C,TBVA_R,HERITAGE,HERITAGE_C,HERITAGE_R,FISHING,FISHING_C,FISHING_R,FOSSICKING,FOSSICK_C,FOSSICK_R,HANG_GLIDE,HANG_GLD_C,HANG_GLD_R,HORSE_RIDE,HORSERIDEC,HORSERIDER,PADDLING,PADDLING_C,PADDLING_R,PICNICING,PICNIC_C,PICNICINGR,REDUCE_NA,REDUCE_C,REDUCE_R,ROCKCLIMB,ROCKCLMB_C,ROCKCLIMBR,TREE_VIEW,TREEVIEW_C,TREEVIEW_R,WALKINGDOG,WALKDOG_C,WALKDOG_R,WILDLIFE,WILDLIFE_C,WILDLIFE_R,PCT_AFRAME,PCT_PEDEST,PCT_OTHER,BBQ_ELEC,BBQ_PIT,BBQ_GAS,BBQ_WOOD,IS_PART_OF,PHOTO_ID_1,PHOTO_ID_2,PHOTO_ID_3,SDE_DATE,Y_COORD,X_COORD,ALTER_DATE,ENTITY_ID,UFI,geometry
REC SITES,4/18/2020,6087,Barkley Bridge,-37.558477,146.567554,BASIC,,NONE,"From Licola follow the Licola-Jamieson Rd for 9km, turn Right onto Link Rd and then Left onto Glencairn Rd. Barkley Bridge is located approximately 3km up Glencairn Rd where it crosses the Barkley River.",,Barkley Bridge is a small camping area on the Barkley River. The river offers a peaceful picnic setting or a convenient camping area for those exploring Victoria's high country.,HEYFIELD,Barkley Bridge,W,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/25/2020,12/1/2020,,Y,Campsites are available both upstream and downstream from the bridge.,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,120788,120789,120790,4/18/2020,-37.558477,146.567554,,,564105-20190121,POINT (146.5675540000001 -37.55847699999998)
REC SITES,4/18/2020,6092,Connor Plain,-37.556287,146.493632,VERY BASIC,,NONE,From Licola follow the Jamieson-Licola Road (C486) for 21km. The Campsite is on the left just past the Black River Rd.,,"This basic campsite is a convenient stop en route to Jamieson or whilst exploring the Barkly River, Mt Useful and Upper Goulburn Forests.",HEYFIELD,Connor Plain,W,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/25/2020,12/1/2020,,Y,"A grassy open site with space for a number of groups. Due to the high elevation, campers should be prepared for low temperatures at any time of year.",1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,1,,120830,120831,,4/18/2020,-37.556287,146.493632,,,564107-20190121,POINT (146.493632 -37.556287)
REC SITES,4/18/2020,6105,Ollies Jump Up,-37.385602,147.277076,BASIC,,NONE,From Dargo travel 6km (10 minutes) up the Dargo High Plains Road and turn right onto Upper Dargo Road. Ollies Jump Up is located at the 6.5km mark.,,,DARGO,Ollies Jump Up,WC,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/25/2020,12/1/2020,,Y,An medium sized open site suitable for a number of family groups.,1,Y,An open area suitable for camper trailers.,CAMPER TRAILER,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,Another convenient stop along the Upper Dargo.,2,,,0,,,0,,,0,,,0,,,0,,1,,,1,,1,,120902,120903,120904,4/18/2020,-37.385602,147.277076,,,563887-20200110,POINT (147.2770760000001 -37.38560200000001)
REC SITES,4/18/2020,6109,Jimmy Iverson'S,-37.399698,147.270965,BASIC,,NONE,From Dargo travel 6km (10 minutes) up the Dargo High Plains Road and turn right onto Upper Dargo Road. Jimmy Iverson's is located at the 3.9km mark.,,Another great camping area beside the Dargo River with room for multiple families.,DARGO,Jimmy Iverson'S,WC,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/25/2020,12/1/2020,,Y,,1,Y,,CAMPER TRAILER,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,,2,,,0,,,0,,,0,,,0,,,0,,1,,,1,,1,,120869,120870,120871,4/18/2020,-37.399698,147.270965,,,563889-20190121,POINT (147.270965 -37.399698)
REC SITES,4/18/2020,6117,Italian Flat,-37.409093,147.265484,BASIC,,NONE,From Dargo travel 6km (10 minutes) up the Dargo High Plains Road and turn right onto Upper Dargo Road. Italian Flat is located at the 2.7km mark.,,This is one of the larger campsites on the Upper Dargo and provides a number of access points down to the Dargo river. Italian has plenty of picnic tables and fire places as well as a toilet.,DARGO,Italian Flat,WC,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/25/2020,12/1/2020,,Y,,1,Y,,CAMPER TRAILER,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,,2,,,0,,,0,,,0,,,0,,,0,,1,,,1,,1,,120866,120867,120868,4/18/2020,-37.409093,147.265484,,,563890-20190121,POINT (147.265484 -37.40909299999998)
REC SITES,4/18/2020,6119,Two Mile Creek,-37.408183,147.257321,BASIC,,NONE,From Dargo travel 6km (10 minutes) up the Dargo High Plains Road and turn right onto Upper Dargo Road. Two Mile Creek is located at the 1.9km mark of the road.,,"Two Mile Creek is an easily accessible campsite which is located near the junction of Two Mile Creek and the Dargo River. There are a number of camping areas located along the Two Mile Creek, providing a good overnight option for visitors.",DARGO,Two Mile Creek,WC,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/25/2020,12/1/2020,,Y,This site provides easily accessible camping with space for a number of family groups along the access track by Two Mile Creek. These campsites are accessible to most vehicles.,1,Y,The main camping area near the toilet facilities is well suited to camper trailers.,CAMPER TRAILER,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,Two Mile Creek provides a convenient picnic stop along the Upper Dargo Road just prior to the Dargo High Plains Road.,2,,,0,,,0,,,0,,,0,,,0,1,1,,,1,,1,,120944,,,4/18/2020,-37.408183,147.257321,,,563892-20180830,POINT (147.257321 -37.40818299999995)
REC SITES,4/18/2020,6137,Black Snake Creek,-37.446246,147.140351,BASIC,,NONE,From Dargo Rd (C601) head Northwest along the rough 2wd route of Wonnangatta Rd for approximately 15km or 30 minutes.,,This campground is situated near the junction of Black Snake Creek and the Wonnangatta River and provides a good jumping off point for 4WD trips further along the Wonnangatta Rd or around Dargo. Fishing is a popular activity in the Wonnangatta River and,DARGO,Black Snake Creek,WCU,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/25/2020,12/1/2020,,Y,A large open site with a number of camping spaces suitable for families.,2,Y,The access track from Wonnangatta Road into the campsite is only accessible in dry conditions.,CAMPER TRAILER,4,,,0,,,0,Y,The junction of Black Snake Creek and the Wonnangatta River provides a serene fishing location. Brown Trout are the main target species.,5,,,0,,,0,,,0,,,0,Y,Picnic tables and firepits are available for day trips.,3,,,0,,,0,,,0,,,0,,,0,,1,,,1,,1,,120794,120795,120796,4/18/2020,-37.446246,147.140351,,,563900-20180906,POINT (147.140351 -37.44624599999997)
REC SITES,4/18/2020,6139,Black Snake East,-37.442405,147.145536,VERY BASIC,,NONE,Black Snake Creek East is situated approximately 500m Northeast of Black Snake Creek campground along Black Snake Creek 4WD Track. It can be accessed from the Wonnangatta Road approximately 15km or 30 minutes from its intersection with the Dargo Road (C6,,This is a smaller campsite to the Northeast of Black Snake Creek main camping area. It provides closer access to the Black Snake Historic Walking Track.,DARGO,Black Snake East,W,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/25/2020,12/1/2020,,Y,A couple of small campsites are available at this location. Black Snake Creek runs past here on it's way to the Wonnangatta River.,2,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,A sheltered spot to stop for a picnic after completing the Black Snake Creek Walk or on a trip along Wonnangatta Rd.,3,,,0,,,0,,,0,,,0,,,0,,,,,,,1,,120800,120801,120802,4/18/2020,-37.442405,147.145536,,,563901-20190121,POINT (147.145536 -37.44240499999995)
REC SITES,4/18/2020,6263,Lloyd'S Knob,-37.703296,147.143448,BASIC,,NONE,"From Briagolong follow the Freestone Creek Road approximately 24km or 40 minutes to the Lloyd's Knob Track. Turn left and the campsites can be found on the right, prior to crossing Freestone Creek. Alternatively it is located 16km or 35 minutes along Fre",,"A slightly larger campsite, Lloyd's Knob provides the last camping option along Freestone Creek.",BRIAGOLONG,Lloyd'S Knob,W,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/25/2020,12/1/2020,,Y,A large campsite suitable for families exploring the Freestone Creek area or walkers undertaking Track 96.,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,A convenient location to stop whilst driving between Briagolong and Dargo.,2,,,0,,,0,,,0,,,0,,,0,,1,,,1,,,,120881,120882,120883,4/18/2020,-37.703296,147.143448,,,565120-20190121,POINT (147.143448 -37.70329599999997)
REC SITES,4/18/2020,6265,Johnston'S Flat,-37.706658,147.141372,BASIC,,NONE,From Briagolong follow the Freestone Creek Road approximately 24km or 40 minutes to Johnston's Flat. Turn left down the access track and the campsite is located on the Freestone Creek.,,A small campsite providing an alternative to the nearby Lloyd's Knob. This campsite is off the road and has close access to the Freestone Creek.,BRIAGOLONG,Johnston'S Flat,W,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/25/2020,12/1/2020,,Y,A small campsite suitable for families or walkers completing Track 96.,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,A convenient spot to stop whilst exploring the Freestone Creek area or en route from Briagolong to Dargo.,2,,,0,,,0,,,0,,,0,,,0,,1,,,1,,,,120872,120873,,4/18/2020,-37.706658,147.141372,,,565121-20190121,POINT (147.141372 -37.706658)
REC SITES,4/18/2020,6271,Mckinnon'S Point,-37.762126,147.106618,BASIC,,NONE,"From Briagolong follow the Freestone Creek Road approximately 12km or 15 minutes, turn left onto McKinnon's Point Track (4WD only) and follow to the campsite located above Freestone Creek.",,Another campsite available on the Freestone Creek. Mckinnon's Point is the halfway point of the Freestone Walking Track and provides a convenient spot to stop for a picnic. The track from Freestone Creek Road also provides stunning views of the creek and,BRIAGOLONG,Mckinnon'S Point,W,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/25/2020,12/1/2020,,Y,A basic campsite with no toilet facilities. Please take your rubbish home so the site can be enjoyed by future visitors.,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,A pleasant picnic spot on the Freestone Creek.,2,,,0,,,0,,,0,,,0,,,0,,1,,,,,1,,120884,120885,120886,4/18/2020,-37.762126,147.106618,,,565123-20190121,POINT (147.106618 -37.76212599999997)
REC SITES,4/18/2020,6285,Collins Hut,-37.497572,147.155208,BASIC,,NONE,Appears in Access page,,,DARGO,Collins Hut,W,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/25/2020,12/1/2020,,Y,,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,,2,,,0,,,0,,,0,,,0,,,0,,1,,,,,1,,10966,,,4/18/2020,-37.497572,147.155208,,,563902-20180906,POINT (147.155208 -37.49757199999999)
REC SITES,4/18/2020,6319,Carney'S Camp,-37.749728,147.113268,BASIC,,NONE,From Briagolong follow the Freestone Creek Road approximately 15km or 20 minutes to Carney's Camp on the Freestone Creek.,,Carney's is is a small site located on a bend in the creek with plenty of space for swimming.,BRIAGOLONG,Carney'S Camp,W,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/25/2020,12/1/2020,,Y,A small site which can accommodate a limited number of campers.,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,1,,,1,,,,120812,120813,120814,4/18/2020,-37.749728,147.113268,,,565125-20190328,POINT (147.1132680000001 -37.749728)
REC SITES,4/18/2020,7295,The Orchard,-37.18146776,146.0096446,BASIC,,PARTIAL,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 3 Km an",,"You are greeted by large open grassy area, get out and stretch your legs along the journey. This is the first site of many that run along the Southern edge of Lake Eildon in the Delatite Arm Reserve. This site also includes an information board that can",MANSFIELD,The Orchard,WCUP,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"Situated on the edge of lake Eildon this site is perfect for the avid water sportsman, with good access to Lake Eildon. With open grassy woodlands surrounding you there is plenty of room for spreading out and setting up camp. 
Because of the easy access",2,Y,"This site can be accessed by small caravans and camper trailers, although be aware that you may have to travel long distances on dirt roads.",,4,,,0,,,0,Y,"This area is located on the southern shores of Lake Eildon and is in a narrow arm of the Delatite arm. It offers good access to the lake and narrow waterways to complete trolling and lure casting either from the shore or from a boat.
Please be aware tha",5,,,0,,,0,,,0,Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,6,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,121670,121671,121672,4/18/2020,-37.18146776,146.0096446,,,652085-20190404,POINT (146.009644588 -37.181467758)
REC SITES,4/18/2020,8077,Upper Jamieson Hut,-37.25764296,146.4475854,BASIC,,NONE,"From Mansfield head towards Mount Buller on Mount Buller road for 20 KM before turning right onto Howaqua track for 17km, continueing on to Brocks road for 10.5 Km before making a sharp right into Upper Jamieson Hut.",,,MANSFIELD,Upper Jamieson Hut,W,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"A great spot to spot along your four wheel drive journey, campers are able to utilise the huts for their camping needs.You will come down into the site and be greeted by the Upper Jamieson hut and the Jamieson River below. Fred Fry was the original build",1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,,,,1,,,,122568,122569,122570,4/18/2020,-37.25764296,146.4475854,,,2313790-20191010,POINT (146.4475853700001 -37.25764296099999)
REC SITES,4/18/2020,4539,Twin Bridges,-35.663036,144.129551,BASIC,,NONE,"The Twin Bridges Recreation site is located about 3 km south of the Koondrook Township. From Koondrook head south along the Kerang-Koondrook Road, turn left onto Koondrook Track and head into Gunbower Island. 
",,"Set on Gunbower Creek water frontage in river red gum forest, this site has it all. Come enjoy the beauty of nature, whilst having access to comforts such as a toilet block, bbqs and picnic tables
",COHUNA,Twin Bridges,WU,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"Dispersed camp sites in forest clearings along Gunbower Creek, suitable for larger groups, close to Cohuna. Toilets provided at this site as well as bbqs and picnic tables",1,,,,0,,,0,,,0,Y,"Gunbower Island is a popular fishing destination. Note that a  current  NSW  Freshwater  Recreation  Fishing  Licence   is  required  when fishing in the  Murray  River, while a  Victorian   Recreational  Fishing  Licence  is  required  for  fishing  in",3,,,0,,,0,,,0,,,0,Y,BBQs and picnic tables are provided at dispersed camp sites along Gunbower Creek,2,,,0,,,0,,,0,,,0,,,0,,1,,,,,1,,122360,122361,122362,4/18/2020,-35.663036,144.129551,,,506677-20190404,POINT (144.129551 -35.66303599999998)
REC SITES,4/18/2020,4552,Reedy Lagoon,-35.740115,144.199104,BASIC,,NONE,Reedy Lagoon Recreation Site is located 11 kms north of the Cohuna Township on Gunbower Creek. From Cohuna head north along the Cohuna-Koondrook Road. Turn right at Spences Bridge Road and enter Gunbower Island. Continue past Spences Bridge Recreation Si,,"A tranquil quiet camp ground on Gunbower Creek for those who enjoy no frills camping. Basic facilities ( BBQs and Picnic tables) provided. Enjoy the sights and sounds of the surrounding river red gum forest. BBQs and picnic tables provided
",COHUNA,Reedy Lagoon,WU,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"Dispersed camps within Reedy Lagoon, suitable for larger groups, basic facilities provided",1,,,,0,,,0,,,0,Y,"Gunbower Island is a popular fishing destination. Note that a  current  NSW  Freshwater  Recreation  Fishing  Licence   is  required  when fishing in the  Murray  River, while a  Victorian   Recreational  Fishing  Licence  is  required  for  fishing  in",3,,,0,,,0,,,0,,,0,Y,A pleasant spot for a picnic - BBQs and picnic tables are provided at dispersed camp sites.,2,,,0,,,0,,,0,,,0,,,0,1,1,,,,,1,,122339,122340,122341,4/18/2020,-35.740115,144.199104,,,506678-20180208,POINT (144.199104 -35.740115)
REC SITES,4/18/2020,4597,Buttercup Three Camping Area,-37.068679,146.338221,BASIC,,NONE,"2WD  From Mansfield follow Mt. Buller Rd to Sawmill Settlement, turn left onto Carters Rd, follow for approx. 5kms then turn left onto Buttercup Rd
4WD - From Mansfield follow Mt. Buller Rd for approx. 13kms, turn left onto Buttercup Road follow for 13k",,"This Camping area is located along the banks of the Buttercup Creek, with grassy areas surrounded by native tree species offering ample shade. This campground offers a central camping spot to many fantastic activities that you can do in the Victorian Hig",MANSFIELD,Buttercup Three Camping Area,WC,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"Light a fire in the designated fire pits and sit back to listen to the sound of the water tumbling through Buttercup Creek. The surrounding Peppermint, Swamp Gum, Candlebark, Manna Gum and Stringybark provided nicely shaded camping spots. This is a small",1,Y,"There is ample room for small campervans and campertrailers to be used at this site, including ample backing and turning space.",SMALL CARAVAN,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,121469,121470,121471,4/18/2020,-37.068679,146.338221,,,532092-20181120,POINT (146.3382210000001 -37.06867899999997)
REC SITES,4/18/2020,4599,Buttercup Four Camping Area,-37.068429,146.34122,BASIC,,PARTIAL,"2WD  From Mansfield follow Mt. Buller Rd to Sawmill Settlement, turn left onto Carters Rd, follow for approx. 5kms then turn left onto Buttercup Rd
4WD - From Mansfield follow Mt. Buller Rd for approx. 13kms, turn left onto Buttercup Road follow for 13k",,"This Camping area is located along the banks of the Buttercup Creek, with grassy camping areas surrounded by native tree species offering ample shade. This campground offers a central camping spot to many fantastic activities that you can do in the Victo",MANSFIELD,Buttercup Four Camping Area,WC,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"The tumbling water in Buttercup Creek provides a peaceful background when camping at this site. The surrounding Peppermint, Swamp Gum, Candlebark, Manna Gum and Stringybark provided nicely shaded camping spots. This is a small campground so you will enjo",2,Y,Although this is a small campground there is ample room for small camper trailers and campervans.,SMALL CARAVAN,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,1,,,,121466,121467,121468,4/18/2020,-37.068429,146.34122,,,532093-20181023,POINT (146.34122 -37.06842899999998)
REC SITES,4/18/2020,4620,James Reserve,-36.836912,145.946877,BASIC,,NONE,Turn off the Midland Highway onto Lima East Road at Swanpool. James Reserve is then about 12 kilometres on the right hand side. 2wd dirt road access.,,"James Reserve is a lovely open grassy campsite, with beautiful creek frontage.  There are horse yards and about 10 campsites for you all to enjoy.",BENALLA SYDNEY RD,James Reserve,WCr,UY,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,,3,Y,,,5,,,0,,,0,,,0,,,0,,,0,Y,,2,,,0,,,0,Y,,8,,,0,,,0,,,0,,,0,1,,,,,,1,,121544,121545,121546,4/18/2020,-36.836912,145.946877,,,532097-20170822,POINT (145.9468770000001 -36.83691199999998)
REC SITES,4/18/2020,4624,Lima East,-36.841555,145.943819,BASIC,,NONE,,,,BENALLA SYDNEY RD,Lima East,W,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,,2,,,0,,,0,,,0,,,0,,,0,1,,,,,,1,,121568,,,4/18/2020,-36.841555,145.943819,,,532098-20180208,POINT (145.9438190000001 -36.84155499999997)
REC SITES,4/18/2020,4639,Jones Reserve,-36.846866,146.144122,BASIC,,NONE,"Located off the Tatong Tolmie Road, turn into Jones Road",,"Popular campsite located on side of creek has horse yards,shady campsite with mature trees",BENALLA SYDNEY RD,Jones Reserve,WS,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,,3,,,,0,,,0,,,0,,,0,,,0,,,0,Y,,2,,,0,Y,,4,,,0,,,0,,,0,Y,,5,,,0,1,,,,1,,1,,121553,121554,121555,4/18/2020,-36.846866,146.144122,,,532105-20180208,POINT (146.144122 -36.84686599999998)
REC SITES,4/18/2020,4697,Grannys Flat Camping Area,-37.288964,146.212506,BASIC,,NONE,"Follow the Mount Buller Road from Mansfield towards
Merrijig for 4km along sealed road. Turn right at the sign
to Jamieson and travel for 35km. In Jamieson, turn left at
the Jamieson-Licola Road. After 7.5km on this gravel road
you will reach the Gra",,"Grannys Flat Camping Area is situated in the North East of Victoria, near the Jamieson. This camping area is surrounded by native forests of Broad Leaved Peppermint, Manna Gum and Stringybark and is on the bank of the Jamieson River. This campsite can ac",MANSFIELD,Grannys Flat Camping Area,WCU,Y,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"Grannys flat is located 50m from the Jamieson River, with well-maintained grassy campsites surrounded by beautiful native forests offering shade when needed. This site can become busy in the warmer months with avid outdoor adventurers.",1,Y,This site can be used by caravans and campertrailers with ample room for backing and turning. You will need to drive on a length of unsealed road before reaching the reserve.,,3,,,0,,,0,Y,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,121523,121524,121525,4/18/2020,-37.288964,146.212506,,,532109-20181023,POINT (146.2125060000001 -37.28896399999996)
REC SITES,4/18/2020,4731,Razorback Hut,-37.104083,146.463765,MID,,NONE,"From Mansfield follow the Mt. Buller Rd to Mirimbah. Turn left onto Mt. Stirling Rd and follow to Telephone Box Junction. Continue Straight-ahead on Circuit Rd for 3kms, then turn left onto Razorback Hut Tk.",,Put your feet up after a hard day of travelling at the Razorback Hut. The hut was formally known as Purcells hut as it was the Purcell family that built it to be utilised by stockmen completing the annual stock drive at the end of the season. The main hu,MANSFIELD,Razorback Hut,WC,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/26/2020,12/1/2020,,Y,"Camping at Razorback hut gives you plenty of options, you can either set up camp on the surrounding grassy areas outside the hut or you can sleep in the bunk hut which is suitable for up to 20 people.",2,Y,The road into Razorback hut is suitable for small-medium size vans and camper trailers. There is large areas around Razorback hut to easily set up your van or camertrailer.,,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,This site is regularly used by picnickers that are travelling in the Victorian high country. It is a good spot to stop on your way to Craigs hut and other places in the area. Both huts can be accessed by visitors and used as a stop off point on your jour,3,,,0,,,0,,,0,,,0,,,0,,,,,1,,1,,121616,121617,,4/18/2020,-37.104083,146.463765,,,532110-20181029,POINT (146.4637650000001 -37.104083)
REC SITES,4/18/2020,4784,Deptford,-37.591589,147.697708,BASIC,,NONE,"Access from Bairnsdale is along Deptford Rd but is 4WD only (deep river crossing). Access for 2WD is via Bruthen - turn onto Great Alpine Rd, then Engineers Rd and Deptford Rd.",,"Once a small mining village situated on the Nicholson River, Deptford provides opportunities for both day visitors and campers with good access to the Nicholson River, plenty of spots for a picnic and nearby walks.",BAIRNSDALE MAIN ST,Deptford,WEUIP,UYD,Y,FULL CLOSURE,Closed due to fire activity in the area,1/13/2020,6/26/2020,FIRE,Y,Dispersed camping with good access to the Nicholson River. The main camping area is located on the east side of the Nicholson River (deep river crossing).,3,,,,0,,,0,Y,Old gold mining relics.,5,Y,,6,Y,,8,,,0,,,0,Y,River good for paddling.,7,Y,Plenty of picnic spots with good access to the Nicholson River.,4,,,0,,,0,,,0,,,0,,,0,,2,,,,,1,,121130,121131,121132,4/18/2020,-37.591589,147.697708,,,516355-20190809,POINT (147.697708 -37.591589)
REC SITES,4/18/2020,4786,Bark Sheds,-37.550153,147.868009,MID,,NONE,"Access is from the Great Alpine Rd, approx. 20 mins drive from Bruthen.",,A scenic picnic area located next to the Tambo River. The site has a shelter and a toilet as well as informal camping sites.,BAIRNSDALE MAIN ST,Bark Sheds,WC,eY,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/25/2020,12/1/2020,,Y,,1,Y,,SMALL CARAVAN,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,,2,,,0,,,0,,,0,,,0,,,0,1,,,,1,,,,4312,,,4/18/2020,-37.550153,147.868009,,,516356-20190412,POINT (147.868009 -37.55015299999997)
REC SITES,4/18/2020,4794,Bentley Plain,-37.227737,147.922541,MID,,NONE,Access to the plains is via the township of Ensay and Bentley Plain Rd from the south and via Nunniong Rd and Bentley Plain Rd from the north.,,"Bentley Plain is a formal camp site situated within the Bentley Plain Natural Features and Scenic Reserve. The site contains a historic forestry hut (refuge only, no fireplace), fire pit, toilets, picnic shelter and a bbq. There is a grassy area within t",SWIFTS CREEK,Bentley Plain,W,eY,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/25/2020,12/1/2020,,Y,,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,,2,,,0,,,0,,,0,,,0,,,0,1,,,,1,,1,,121112,121113,121114,4/18/2020,-37.227737,147.922541,,,516357-20181024,POINT (147.922541 -37.22773699999999)
REC SITES,4/18/2020,4976,Costicks Weir,-37.741023,148.02303,BASIC,,NONE,"Access is via the Old Colquhoun Rd off the Princes Hwy, west of Nowa Nowa township.",,This is an historic fire dam built in the 1940s by the local Women's Army. It was built to provide a reliable water supply after the disastrous 1939 bushfires. The site is adjacent to the East Gippsland Rail Trail and provides a quiet spot for a picnic o,NOWA NOWA,Costicks Weir,WE,,Y,FULL CLOSURE,"Due to risks associated with Coronavirus (COVID-19), this site will be closed to camping until further notice.",3/25/2020,12/1/2020,,Y,,1,,,,0,,,0,Y,Historic fire dam built in 1940s.,3,,,0,,,0,,,0,,,0,,,0,Y,,2,,,0,,,0,,,0,,,0,,,0,1,,,,,,1,,121127,,,4/18/2020,-37.741023,148.02303,,,516722-20190809,POINT (148.0230300000001 -37.74102299999998)
